Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
4999,44,2.0,45.29517235900452,34.089153629941194,6.0,4,12.0,1980,0.175054867,B,B,36,10055,3,,1,0,B,216385.62181000278
1861,91,2.0,38.443582626109226,24.916546411957327,7.0,11,9.0,1965,0.333891544,B,B,30,6564,1,,0,0,B,146833.1730439508
6035,37,3.0,60.34292447202085,45.102558400303344,6.0,8,9.0,1971,0.127811589,B,B,28,7287,5,320.0,1,3,B,263915.60928364296
1607,53,1.0,42.58746123713435,,1.0,6,22.0,1977,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,199988.23270257172
2432,23,1.0,38.01232026474068,18.121382338163066,8.0,6,17.0,2014,0.075778755,B,B,6,1437,3,,0,2,B,98362.99563488015
15162,27,1.0,39.74845402055246,39.02519429208268,1.0,6,6.0,2019,0.011654127,B,B,4,915,0,,0,0,B,122075.42629639432
1939,6,1.0,49.3152991459669,,1.0,10,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,136562.34637427537
3369,87,1.0,36.35516544834023,24.970790725175675,9.0,7,9.0,1979,0.100455735,B,B,43,7227,0,,1,6,A,164872.17808526356
4317,75,1.0,31.538259966178476,20.009311921083874,6.0,5,5.0,1966,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,145803.82822648005
11698,23,1.0,29.35743491696476,31.458121168097495,1.0,12,17.0,2018,0.034656082000000005,B,B,0,168,0,,0,0,B,66969.1011235182
7352,44,2.0,50.770859322343085,30.401790900664487,6.0,8,12.0,1980,0.23220508399999998,B,B,24,4860,1,80.0,0,3,B,235776.14886593662
1154,34,2.0,61.35736651451006,61.67301369007309,10.0,18,25.0,2019,0.069753361,B,B,53,13670,4,,1,11,B,260051.75799223335
9711,59,2.0,54.39183504893587,33.29633266037198,10.0,5,17.0,2011,0.309479124,B,B,35,7715,4,990.0,0,6,B,156647.13097834264
2880,62,1.0,54.976778081958585,,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,139132.44586368336
1628,47,2.0,55.03843873276674,33.244611883922964,8.0,13,12.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,247024.32172417667
15610,23,1.0,40.83036272926882,41.64243551369964,1.0,4,9.0,2016,0.034656082000000005,B,B,0,168,0,,0,0,B,91775.32107626935
4283,30,1.0,40.78706409469411,,1.0,9,1.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,117454.05488752904
7702,1,2.0,67.17129670721678,,0.0,14,20.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,246595.44314444248
14819,101,2.0,37.28215739897866,26.517566510858565,7.0,11,2.0,1965,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,207260.01639702133
11471,46,1.0,39.75120805293832,21.564408901385413,9.0,13,12.0,1976,0.0,B,B,47,11319,0,1145.0,3,5,B,164800.17419719
9754,7,3.0,60.55219438173297,39.10554101057393,5.0,3,5.0,1970,0.130617806,B,B,39,10418,9,900.0,1,9,B,216133.4638647714
5653,27,2.0,72.86825089607679,41.116364624913714,13.0,5,12.0,2012,0.072157581,B,B,2,629,1,,0,0,A,139012.87648175197
13704,30,2.0,62.74278569759168,,1.0,18,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,177914.7157883562
1539,6,2.0,55.08422805188033,,0.0,12,0.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,146456.6459480883
16752,1,3.0,79.07867281708461,,1.0,2,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,200932.35032915205
4528,36,3.0,73.3263603112069,54.862260189607056,8.0,2,5.0,1968,0.08761909,B,B,8,1497,5,,1,0,B,314391.5758589316
3854,3,2.0,44.85978874432604,32.57201397789549,6.0,3,5.0,1965,0.050900058,B,B,43,10621,1,30.0,2,3,B,151353.30070655813
1490,31,1.0,35.80377401661574,20.454700635136337,6.0,1,9.0,1974,0.151346216,B,A,32,5889,10,830.0,4,1,B,150040.805117808
5631,103,1.0,41.88183197735261,21.232127144652058,10.0,10,24.0,2005,0.151346216,B,A,32,5889,10,830.0,4,1,B,259233.3074875976
2409,57,2.0,45.94899332206468,30.747141611798437,6.0,3,9.0,1974,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,178471.1119338409
15498,34,4.0,97.47437903461802,,1.0,25,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,415453.72751246754
13026,62,3.0,86.1478328016965,,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,225675.8288349252
6374,62,2.0,56.84070929183702,36.80562796579835,10.0,3,17.0,1988,0.002211665,B,B,39,7614,3,,1,5,A,252809.38239962928
2644,105,2.0,47.81267300333789,33.29165390525702,6.0,3,9.0,1969,0.069660344,B,B,31,6119,4,,1,2,B,206284.95489203333
10308,75,3.0,100.98357664390913,57.76618063584272,10.0,4,5.0,1952,0.307466659,B,A,30,5048,9,325.0,2,5,B,356722.473082328
7019,75,2.0,51.60086761418329,21.19538682200756,11.0,4,12.0,1968,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,260593.96227617588
328,45,1.0,42.71330833592639,,0.0,5,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,282454.65735368576
929,27,1.0,42.41560555682268,,0.0,7,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,112207.53932011609
5486,21,1.0,32.70465203945279,19.045512120612603,5.0,6,9.0,1964,0.034331497,B,B,25,5487,3,,0,4,B,181779.72035129264
9893,9,3.0,77.77144012153497,45.65636154823235,10.0,7,14.0,1994,0.069753361,B,B,53,13670,4,,1,11,B,350021.3868254705
14981,27,2.0,64.54794798881011,,1.0,6,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,204607.9119496668
6911,46,3.0,84.64654237693424,56.812148409395824,10.0,17,17.0,2012,0.18878376600000002,B,B,31,6137,4,,0,1,B,359056.4428112082
13492,11,1.0,43.22212859441952,23.442158891481437,8.0,12,12.0,1975,0.00016967599999999998,B,B,36,5992,0,,1,1,B,136599.43101502585
6831,27,1.0,40.096439268017285,,0.0,12,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,110733.75059936188
4807,101,2.0,45.77441119966829,29.16448290679205,5.0,2,5.0,1967,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,157899.1825483468
16459,58,1.0,38.245683692917964,23.785745409303107,8.0,15,16.0,1976,0.060753049,B,B,15,2787,2,520.0,0,7,B,187421.70912963618
9248,119,2.0,46.44179853883714,33.163993390351614,5.0,5,5.0,1966,0.000995363,B,B,42,7651,1,,1,5,B,182694.67607451728
139,61,2.0,46.54589006108038,28.131610291211626,6.0,1,9.0,1981,0.300322518,B,B,52,10311,6,,1,9,B,239552.32786711157
10044,23,3.0,70.43404679508468,,1.0,3,17.0,1977,0.005767451,B,B,1,388,0,,0,0,B,105259.2137224098
10589,1,1.0,40.413783665798036,,10.0,18,20.0,2017,0.0071223169999999995,B,B,1,264,0,,0,1,B,168401.9034575152
3853,44,2.0,63.86192943137122,33.109965441891816,12.0,14,14.0,2004,0.23220508399999998,B,B,24,4860,1,80.0,0,3,B,358884.62591368647
12370,95,2.0,47.61620939616584,30.51293234399376,6.0,1,4.0,1934,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,181279.75260035382
7841,13,2.0,56.13976479404551,34.82021326838351,9.0,3,16.0,2004,0.090799103,B,B,74,19083,2,,5,15,B,248629.6690652353
8342,90,2.0,41.17717449025704,23.06162205278415,6.0,8,12.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B,183583.40179534597
16757,23,1.0,41.455881629562846,,1.0,11,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,116391.10283389312
1311,73,2.0,75.67295214539833,75.47624869364367,1.0,2,25.0,2015,0.042031587,B,B,37,6856,84,1940.0,2,5,B,573539.7019563065
4617,27,1.0,40.78769821197169,24.479648821827865,10.0,8,19.0,2019,0.21140121399999998,B,B,9,1892,0,,0,1,B,96245.51614622868
10113,113,1.0,36.38947026086212,19.952757919064503,6.0,11,9.0,1970,0.050755569,B,B,24,5469,1,145.0,0,1,B,157562.1576956694
10008,13,2.0,55.77335458453365,29.904605934036468,7.0,3,12.0,1999,0.090799103,B,B,74,19083,2,,5,15,B,145857.43417776554
620,21,2.0,63.29683766359902,40.67634565782923,8.0,4,6.0,1955,0.034331497,B,B,25,5487,3,,0,4,B,310719.6968227415
4165,57,2.0,60.75578180350523,36.149531709124496,10.0,10,17.0,1987,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,367223.3534186597
1626,61,1.0,36.34204081198048,21.26075702233614,6.0,10,9.0,1980,0.23220508399999998,B,B,24,4860,1,80.0,0,3,B,178907.03309995035
2243,39,1.0,40.66834595505675,23.66035643931363,8.0,10,17.0,1990,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,166071.89006637686
15261,22,3.0,83.16221701121978,1.3182499178703986,1.0,8,1.0,2018,0.118537385,B,B,30,6207,1,1183.0,1,0,B,391390.2618244202
6167,26,2.0,51.500692810471726,34.752195898250896,6.0,2,12.0,1972,0.0,B,B,36,6714,2,2672.0,0,2,B,234884.0274754163
5780,28,3.0,86.2419653312297,50.6251957752795,11.0,14,23.0,2008,0.333891544,B,B,30,6564,1,,0,0,B,464543.4801483149
12183,23,2.0,54.36491265583171,,0.0,1,0.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,91783.64323261923
5011,147,3.0,60.4213464910004,41.26456224270743,6.0,2,9.0,1959,0.319809354,B,B,25,4756,16,2857.0,5,8,B,286171.7784147811
6818,2,1.0,38.14249875396275,16.18903707956192,7.0,17,16.0,2008,0.035145267,B,B,42,9292,3,2620.0,0,3,B,89294.96899351143
4692,8,2.0,37.903884839747185,25.732223444650515,6.0,10,12.0,1970,0.458174486,B,A,26,4439,1,1130.0,1,5,B,151159.07430777646
7626,163,3.0,60.51800003180038,49.38824304009468,5.0,1,5.0,1962,0.007658515,B,B,35,7077,56,2301.0,3,19,B,221076.19512725665
11827,6,2.0,63.26295857020535,,1.0,2,1.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,190048.25852991836
12727,44,1.0,39.58225565347317,23.714944763671397,9.0,3,22.0,1995,0.036122292,B,B,24,4378,0,1036.0,1,1,B,201895.8191116423
75,11,2.0,48.197316222210716,30.402117342389243,5.0,3,14.0,1971,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,182214.41703176306
2300,120,2.0,56.72706855145553,38.70854118008256,9.0,9,9.0,1961,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,171709.5324406237
16310,53,1.0,35.42420782963271,23.162905938062526,9.0,17,16.0,1979,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,229611.24413764212
8793,9,1.0,45.114083091313184,44.06053172280329,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,122173.2434174947
1074,150,3.0,73.0390210555208,44.228561344108115,9.0,15,14.0,1981,0.020741326,B,B,24,5613,5,1340.0,2,5,B,298957.1309468562
1007,111,2.0,49.907917009416735,30.668064199235626,6.0,3,12.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B,235441.42863276173
9052,98,3.0,85.40298801889584,58.33437674656459,9.0,10,8.0,1962,0.195781053,B,B,23,5212,6,,3,2,B,151211.442386451
720,27,2.0,63.59819639466262,,0.0,5,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,203189.6361705761
10053,121,2.0,55.212571898920714,32.294430971356796,11.0,7,16.0,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B,297720.313290514
812,23,2.0,65.63601526515494,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,151649.9711212688
2217,74,1.0,48.401697567458726,,1.0,16,18.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,161629.15875320745
301,27,3.0,68.59319365262235,,1.0,12,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A,209714.9398043233
2014,13,2.0,60.84411049686902,36.17536996086953,10.0,7,17.0,1996,0.090799103,B,B,74,19083,2,,5,15,B,273947.29367891094
14913,134,1.0,41.80400682051236,,1.0,8,17.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,110861.44872528256
7647,84,3.0,73.34999392443493,46.79991851425554,9.0,2,17.0,2005,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,311640.0619635161
12836,36,2.0,59.032699790044425,36.4828322161236,10.0,12,25.0,2004,0.08761909,B,B,8,1497,5,,1,0,B,295553.1799626686
2263,26,1.0,35.520082339849395,24.500852617247215,5.0,6,5.0,1968,0.0,B,B,36,6714,2,2672.0,0,2,B,164367.9234294062
10781,148,2.0,42.6032683371491,32.38554134893531,5.0,4,5.0,1964,0.31392455199999997,B,B,22,4625,11,3855.0,2,10,B,190238.6383766578
14003,99,6.0,59.41433379627719,38.70224443396038,6.0,7,9.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B,229661.9644160636
3404,13,3.0,62.12908840412065,43.097441397545566,6.0,6,9.0,1983,0.090799103,B,B,74,19083,2,,5,15,B,246196.08886251575
11186,9,1.0,40.26425789706763,20.330911776482456,8.0,11,17.0,2006,0.161531741,B,B,25,5648,1,30.0,2,4,B,149310.09819835823
7530,33,1.0,42.16157442739112,21.032161868591068,9.0,4,14.0,1973,0.051942062000000004,B,B,17,4017,7,800.0,2,0,B,218458.4329067004
11240,8,2.0,43.94352605065499,26.56620990433233,5.0,4,9.0,1971,0.458174486,B,A,26,4439,1,1130.0,1,5,B,202131.2625618946
14178,1,3.0,84.79614423494006,,1.0,13,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,270802.6364956446
4121,27,1.0,58.29050643431678,,1.0,2,6.0,1977,0.07542368,B,B,11,3097,0,,0,0,B,151229.1176577194
16541,27,2.0,63.4814059456361,37.62667871587662,0.0,14,17.0,2016,0.017647053,B,B,2,469,0,,0,0,B,192308.72793861118
350,5,1.0,33.49271420216998,20.055743294324305,5.0,3,1.0,1963,0.150817539,B,B,16,3433,4,2643.0,4,5,B,128758.093005163
4102,27,3.0,86.10042872905808,,1.0,7,1.0,2015,0.017647053,B,B,2,469,0,,0,0,B,240645.01346854636
5610,83,3.0,60.29352708788615,42.058946488108745,5.0,4,9.0,1974,0.100455735,B,B,43,7227,0,,1,6,A,257783.67027555508
2195,26,1.0,51.80848792718285,39.65998031251126,1.0,5,20.0,2013,0.0,B,B,36,6714,2,2672.0,0,2,B,262995.48476032424
11562,23,2.0,68.96573876688166,66.22416863006757,1.0,12,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,184896.1368951622
12692,27,2.0,86.0368624990711,88.54196481826422,1.0,3,22.0,1977,0.072157581,B,B,2,629,1,,0,0,A,265783.1209655207
166,46,1.0,32.37395088841864,19.456680977272487,6.0,10,12.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B,167457.38256865845
3587,60,3.0,53.220328902893854,35.32780396215859,6.0,4,9.0,1969,0.007658515,B,B,35,7077,56,2301.0,3,19,B,254959.5538673809
7436,23,2.0,62.27009958664429,,1.0,9,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,166728.07020940213
6329,30,3.0,84.8241036865887,,1.0,19,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,236448.58001731648
8699,1,3.0,84.81047935513915,,1.0,13,20.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,269295.3402883531
12567,30,2.0,65.21958354568197,65.98051708142687,10.0,4,25.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,358656.77254171437
4152,3,3.0,58.41824977536117,43.678645607380666,6.0,5,9.0,1975,0.265088676,B,B,37,5288,0,1937.0,3,2,B,243600.64879066215
5383,48,3.0,98.99490934081616,,0.0,3,0.0,1977,0.041124634,B,B,46,9515,5,,1,10,B,418817.00444606395
15287,6,1.0,39.37820661919247,39.1555586493388,1.0,6,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,121825.10771693014
14743,84,1.0,43.12735661891192,24.499641127754117,8.0,12,14.0,1989,0.006076152,B,B,30,5285,0,645.0,6,6,B,210079.66895202376
11599,23,1.0,121.98805184614503,,1.0,2,2.0,1977,0.014072961,B,B,2,475,0,,0,0,B,273307.24909270956
10541,101,2.0,43.599159123770235,33.84111314076314,4.0,2,5.0,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B,180026.27472052464
11995,23,3.0,69.194052166181,65.14621514695543,1.0,12,17.0,2018,0.034656082000000005,B,B,0,168,0,,0,0,B,131225.01747435462
29,22,3.0,73.93021713152798,,1.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,202717.1746204752
7753,1,3.0,80.53661317784211,,1.0,19,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,249063.80194817216
15825,47,2.0,54.71634703449905,34.96533125607573,8.0,6,12.0,1982,0.101872465,B,B,23,4583,3,,3,3,B,222907.75138033967
3280,91,2.0,48.86169581102414,32.04899300399922,5.0,5,5.0,1968,0.333891544,B,B,30,6564,1,,0,0,B,174349.01740647614
7028,111,2.0,54.39289966861579,30.792076715338194,8.0,15,17.0,1990,0.0,B,B,36,6714,2,2672.0,0,2,B,214439.61236821147
5449,9,3.0,76.88399160272425,49.27730404786368,10.0,16,17.0,1994,0.161531741,B,B,25,5648,1,30.0,2,4,B,275717.9809361376
9774,101,2.0,60.92321654179011,31.419059164058048,10.0,9,17.0,1992,0.225824954,A,B,41,6558,7,1548.0,3,2,B,292432.963597857
10066,21,3.0,62.05421879467927,39.21801141746342,7.0,5,9.0,1978,0.194489265,B,B,47,8004,3,125.0,3,5,B,240055.2793474645
11960,34,1.0,38.23283865715625,35.14307691977852,10.0,19,0.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,190443.7236542221
8417,27,2.0,60.452265464517204,36.62694853408837,10.0,5,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,210750.38621592725
1449,121,1.0,39.10115085949452,21.62105828485586,8.0,8,16.0,1993,0.212515361,B,B,19,3293,16,628.0,3,7,B,219777.07338968164
15427,29,2.0,46.129871669686764,32.03285297714676,5.0,6,5.0,1965,0.086885265,B,B,10,2277,2,1547.0,0,0,B,170158.20055369957
8781,101,1.0,32.129547351185806,16.043996748955156,5.0,6,5.0,1968,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,142974.39817464075
10183,32,2.0,47.109101450444854,32.35326856033246,6.0,4,9.0,1966,0.135649789,B,B,46,7960,6,350.0,3,11,B,233599.11597506248
14389,24,1.0,34.9244066528689,24.542790080567595,5.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,174918.16637485666
13421,39,1.0,34.3253289646916,21.04525167862302,9.0,14,1.0,1970,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,148532.76014617903
8335,1,1.0,52.51385046681985,17.55843482606904,14.0,6,22.0,1977,0.014580716,B,B,3,760,1,,0,0,B,101924.28348283118
3698,6,2.0,60.25825773545176,,1.0,5,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,169079.88108863262
14934,2,2.0,59.889520527630154,34.159089208436384,8.0,12,14.0,2000,0.035145267,B,B,42,9292,3,2620.0,0,3,B,275986.1180244924
10249,27,2.0,63.315827573248555,37.7396400606335,1.0,17,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B,178431.3665928245
12976,23,2.0,65.34460510575595,,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,158694.33828508257
5058,27,2.0,53.77799004017525,34.51283535958859,9.0,9,17.0,2012,0.011654127,B,B,4,915,0,,0,0,B,102192.775958541
5685,45,3.0,77.95156856217929,76.45000235579418,10.0,26,24.0,2017,0.195781053,B,B,23,5212,6,,3,2,B,430244.25792268687
8408,6,3.0,79.51681568648597,75.86777349358051,1.0,7,25.0,2016,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,206020.8096791159
13053,11,3.0,60.79324417685827,42.06741362091981,6.0,3,9.0,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B,226708.40794031916
16540,27,3.0,69.37824738761958,41.14372511762864,8.0,8,9.0,1984,0.21140121399999998,B,B,9,1892,0,,0,1,B,207661.87079580885
9186,33,1.0,32.4814265543118,,0.0,10,8.0,1977,0.23610845800000002,B,B,16,3893,27,,3,10,B,170842.81733150684
3746,62,1.0,46.722041519156946,1.944445716025533,1.0,11,12.0,2018,0.072157581,B,B,2,629,1,,0,0,A,133721.12171464573
10636,27,2.0,59.73445413070453,,0.0,5,0.0,1977,0.21140121399999998,B,B,9,1892,0,,0,1,B,149782.29254658072
14699,167,4.0,67.69011954986111,42.937448294993715,8.0,6,8.0,1951,0.174739084,B,B,17,3379,9,100.0,0,3,B,453286.76484046556
16749,44,3.0,75.07983026555792,44.65283732765974,10.0,4,16.0,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B,348547.0765059305
15583,47,2.0,53.934123954727866,33.07352771479862,8.0,6,12.0,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,229163.89883713223
2466,62,2.0,80.48678079013257,,1.0,4,16.0,2016,0.072157581,B,B,2,629,1,,0,0,A,193208.6130152475
1656,8,1.0,41.241272026490414,19.27376378858048,9.0,2,16.0,1998,0.458174486,B,A,26,4439,1,1130.0,1,5,B,158608.1062489614
13896,124,1.0,34.75892888192905,21.438017313649194,5.0,4,5.0,1967,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,152403.05258483443
5709,27,1.0,38.54262970269917,34.89957037175297,10.0,14,17.0,2019,0.011654127,B,B,4,915,0,,0,0,B,112741.96480636639
13495,42,1.0,41.56840611788026,23.59233086914705,7.0,8,12.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,162194.8137813133
10147,58,2.0,65.3098296900968,,1.0,15,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,166809.66564165184
12446,45,2.0,66.2044832795603,60.53823002331867,0.0,16,0.0,2015,0.195781053,B,B,23,5212,6,,3,2,B,365391.0379398593
15570,63,2.0,35.49478527499185,22.078077805952162,6.0,3,9.0,1966,0.23861713,B,B,26,3889,6,705.0,3,6,B,158848.16897259234
14630,37,2.0,66.6829615440989,41.21660638621642,8.0,4,6.0,1960,0.122190486,B,B,25,4724,2,1308.0,1,3,B,286312.3892676643
16493,21,3.0,78.39713620314674,46.23480796943496,10.0,6,12.0,1973,0.034331497,B,B,25,5487,3,,0,4,B,368975.3489368432
14944,1,2.0,58.575894059920884,32.82101333616012,10.0,9,17.0,1992,0.025609157,B,B,33,5261,0,240.0,3,1,B,208128.6585291297
15557,61,2.0,63.73046083046466,32.11937805124226,12.0,4,17.0,2010,0.23220508399999998,B,B,24,4860,1,80.0,0,3,B,329910.4478350895
215,23,1.0,41.82424643419634,43.896846701580685,1.0,10,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,118652.8958650819
15036,6,1.0,48.14264798587396,,0.0,9,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,135164.78086817026
4164,26,1.0,36.10191495823041,25.804812251205657,5.0,6,9.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B,169217.73274005795
12126,52,2.0,51.814986195469295,33.988473214352034,8.0,9,12.0,1973,0.371148999,B,B,34,7065,1,750.0,2,5,B,71608.280722419
15796,58,3.0,78.79352324547685,43.5949924889806,12.0,7,17.0,2003,0.050755569,B,B,24,5469,1,145.0,0,1,B,387845.7961878021
1554,23,1.0,45.526008803100765,,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,127298.6144362523
16772,109,3.0,32.795220809390734,36.659413103956645,6.0,2,9.0,1979,0.1363303,B,B,30,6141,10,262.0,3,6,B,173602.70862850035
5204,1,3.0,89.8820032796887,85.78390849760699,0.0,7,22.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,286808.8982953871
7541,1,1.0,60.00113039432701,,0.0,8,0.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,198345.4336420184
3462,41,1.0,37.26063450161749,22.90437191245626,7.0,3,4.0,1958,0.127811589,B,B,28,7287,5,320.0,1,3,B,150018.5516055354
12252,1,3.0,82.13105852352048,,1.0,5,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,241187.22611153082
11858,128,2.0,49.29091345640489,37.59119269235349,5.0,4,5.0,1977,0.041116354,B,B,53,14892,4,,1,4,B,150891.28635652663
3188,27,2.0,62.162500811152704,63.902352336445965,1.0,3,1.0,1977,0.011654127,B,B,4,915,0,,0,0,B,159797.94427250006
11217,134,2.0,54.544761133212425,32.1786712418977,12.0,9,16.0,1977,0.015016891999999999,B,B,17,3079,59,2890.0,0,8,B,338317.8183033971
2562,24,1.0,34.10573162944617,19.948766698011966,5.0,4,5.0,1962,0.111627393,B,B,50,12238,8,1970.0,2,3,B,159921.44102007255
10046,157,2.0,51.02178985316074,31.32666020530867,7.0,7,8.0,1963,0.0,B,B,30,7538,87,4702.0,5,5,B,390535.41586070386
16439,91,2.0,43.41332533443587,28.970965423159296,5.0,5,5.0,1961,0.333891544,B,B,30,6564,1,,0,0,B,168109.64391686604
7507,87,2.0,53.1850307227714,33.84145415411394,8.0,7,17.0,1998,0.100455735,B,B,43,7227,0,,1,6,A,247923.16938811346
15322,3,1.0,32.339677498465605,20.360930411215268,5.0,6,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B,144018.5840420304
15219,23,1.0,34.632985797396195,36.129394226004834,1.0,4,3.0,2015,0.034656082000000005,B,B,0,168,0,,0,0,B,87806.95719931941
15365,86,3.0,58.41403527604606,39.45523585216084,5.0,8,9.0,1969,0.16197556800000001,B,A,31,7010,5,4508.0,3,7,B,278126.8234932129
10061,63,1.0,51.85061080335705,48.65069644324474,1.0,20,21.0,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B,290320.87246197223
11997,1,3.0,80.33604781111109,79.70751172251238,12.0,8,12.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,259699.29771493527
6041,34,1.0,41.533448719145625,24.836064865861765,8.0,5,9.0,1996,0.069753361,B,B,53,13670,4,,1,11,B,206182.8391406605
12181,37,2.0,41.63408324883848,24.428970099743353,6.0,7,14.0,1969,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B,200428.0578977397
1789,135,2.0,42.48528239366789,30.861650674614495,5.0,5,5.0,1965,0.007658515,B,B,35,7077,56,2301.0,3,19,B,200424.05295395112
13958,27,1.0,49.58509667696148,20.745137101232014,1.0,10,14.0,2016,0.017647053,B,B,2,469,0,,0,0,B,141619.45906022165
5269,0,2.0,37.466149883400185,22.189794521271832,7.0,1,9.0,1970,0.319809354,B,B,25,4756,16,2857.0,5,8,B,149787.10433075693
7317,27,0.0,41.79088124786744,,0.0,13,0.0,1977,0.21140121399999998,B,B,9,1892,0,,0,1,B,98129.97678757555
16451,128,3.0,74.5384295057468,45.79068154112513,10.0,13,17.0,1977,0.0,B,B,27,4798,0,30.0,2,8,B,215723.70837090164
16317,56,3.0,78.93258681249212,48.963605530665454,9.0,15,17.0,1988,0.0,B,B,23,5067,4,,2,6,B,490169.77281076706
12649,27,1.0,40.80492924199317,21.464973636188443,1.0,9,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,111874.54996714396
8573,46,1.0,38.58023980534437,24.30966005081781,10.0,18,22.0,1986,0.18878376600000002,B,B,31,6137,4,,0,1,B,185664.40056715882
